"data_input","input_id","type","drug","input_markers"
"phospho","aml_AZ628","aml","AZ628","RDEA119.aml-PD318088.aml-AZ628.aml-YM201636.aml-PD.0325901.aml-BHG712.aml-CI.1040.aml-XMD8.85.aml-AS605240.aml-VX.11e.aml-silmitasertib.aml-Lisitinib.aml-BI.2536.aml-NVP.BSK805.aml-RG.108.aml-isoevodiamine.aml-phloretin.aml-Mdivi.1.aml-momelotinib.aml-CH5424802.aml-KU.60019.aml-pazopanib.aml-decitabine.aml-CD.437.aml-CHEMBL1222381.aml-STF.31.aml-MP470.aml"
"phospho","aml_AZD.7545","aml","AZD.7545","AZD.7545.aml-SB.743921.aml-vincristine.aml-austocystin.d.aml-indisulam.aml-manumycin.A.aml-spautin.1.aml-silmitasertib.aml-NVP.231.aml-CHEMBL1222381.aml-nakiterpiosin.aml-avrainvillamide.aml-JQ.1.aml-MS.275.aml-Gemcitabine.aml-Vorinostat.aml-LAQ824.aml-Lisitinib.aml-Tipifarnib.aml-Panobinostat.aml-Sunitinib.aml-GSK429286A.aml-ABT.263.aml"
"phospho","aml_AZD0530","aml","AZD0530","Vandetanib.aml-CUDC.101.aml-Doxorubicin.aml-GSK525762A.aml-importazole.aml-AP.24534.aml-tandutinib.aml-JQ12.aml-XMD8.85.aml-NSC48300.aml-etoposide.aml-PD.0332991.aml-X17.AAG.aml-STF.31.aml-Mdivi.1.aml-CAY10618.aml-RG.108.aml-decitabine.aml-SCH.79797.aml-parbendazole.aml-MLN2238.aml-NVP.231.aml-FK866.aml-MG.132.aml-SB.743921.aml"
"phospho","aml_AZD1480","aml","AZD1480","STF.62247.aml-TL.1.85.aml-TG.101348.aml-ML320.aml-belinostat.aml-TAK.715.aml-rigosertib.aml-CX.5461.aml-TPCA.1.aml-NG.25.aml-CH5424802.aml-QL.XII.47.aml-ruxolitinib.aml-Merck60.aml-CAY10603.aml-JW.7.24.1.aml-GMX.1778.aml-GSK461364.aml-AR.42.aml-clofarabine.aml-momelotinib.aml-decitabine.aml-CP466722.aml-MLN2238.aml-FK866.aml-Bortezomib.aml-MG.132.aml-AS605240.aml-I.BET.762.aml-RAF265.aml-PD.0325901.aml-Ch.55.aml-THZ.2.102.1.aml-Methotrexate.aml-AM.580.aml-ATRA.aml-paclitaxel.aml-X681640.aml-WZ3105.aml-YM.155.aml-Bexarotene.aml-Vinblastine.aml-NSC23766.aml-PIK.93.aml-Ispinesib.Mesylate.aml-VX.680.aml-Nutlin.3a.....aml-Camptothecin.aml-brefeldin.A.aml-CCT007093.aml-AZD6244.aml-CAL.101.aml-OSI.906.aml-tipifarnib.aml-KU.0060648.aml-NPK76.II.72.1.aml-temsirolimus.aml-LE.135.aml-AZD6482.aml-ZM.447439.aml"
"phospho","aml_AZD4547","aml","AZD4547","pyrazolanthrone.aml-Y.39983.aml-Nutlin.3a.....aml-VNLG.124.aml-OSI.906.aml-ZM.447439.aml-GSK1070916.aml-Vinblastine.aml-AZD6482.aml-JNK.9L.aml-BMS.754807.aml-NVP.ADW742.aml-barasertib.aml-CCT007093.aml-PF.562271.aml-TAE684.aml-T0901317.aml-AT7867.aml-Nutlin.3.aml-WZ3105.aml-THZ.2.102.1.aml-birinapant.aml-cabozantinib.aml-CCT018159.aml-Ispinesib.Mesylate.aml-MK.2206.aml-PHA.793887.aml-VX.680.aml-BMS.536924.aml-Vinorelbine.aml-belinostat.aml-X16.beta.bromoandrosterone.aml-X3.Cl.AHPC.aml-clofarabine.aml-CAY10603.aml-Compound.7d.cis.aml-KPT185.aml-Mitomycin.C.aml-EKB.569.aml-CX.5461.aml-QL.XI.92.aml-FK866.aml-rigosertib.aml-importazole.aml-Epothilone.B.aml-avrainvillamide.aml-GMX.1778.aml-Merck60.aml-AR.42.aml-Obatoclax.Mesylate.aml-AZD.7545.aml-Talazoparib.aml-NG.25.aml-CH5424802.aml-TL.1.85.aml-I.BET151.aml-KIN001.055.aml-RITA.aml-MG.132.aml-RG.108.aml"
"phospho","aml_AZD6244","aml","AZD6244","AZD6244.aml-PD318088.aml-PD.0325901.aml-CI.1040.aml-SNS.032.aml-Bosutinib.aml-pluripotin.aml-NVP.BEZ235.aml-Bexarotene.aml-FMK.aml-Nutlin.3.aml-CGP.60474.aml-manumycin.A.aml-brefeldin.A.aml-VER.155008.aml-nakiterpiosin.aml-AZ628.aml-X681640.aml-X17.AAG.aml-ATRA.aml-tipifarnib.aml-Rapamycin.aml-MLN4924.aml-Ch.55.aml-brivanib.aml-KU.0063794.aml-AZD6482.aml-Topotecan.aml-ZSTK474.aml-AM.580.aml-CP466722.aml-CH5424802.aml-TG.101348.aml-CX.5461.aml-Bortezomib.aml-ML320.aml-NG.25.aml-ruxolitinib.aml-TPCA.1.aml-TL.1.85.aml-STF.62247.aml-decitabine.aml-NVP.BSK805.aml-RG.108.aml-JW.7.24.1.aml-ABT.263.aml-Merck60.aml-belinostat.aml-Talazoparib.aml-momelotinib.aml-TW.37.aml-LAQ824.aml"
"phospho","aml_AZD6482","aml","AZD6482","BMS.754807.aml-JQ12.aml-Vinorelbine.aml-PD.0332991.aml-X681640.aml-CCT007093.aml-AZD6482.aml-NSC23766.aml-OSI.906.aml-NVP.ADW742.aml-fluvastatin.aml-VNLG.124.aml-etoposide.aml-BX.795.aml-Y.39983.aml-PHA.793887.aml-THZ.2.102.1.aml-GDC.0941.aml-linifanib.aml-GSK1070916.aml-JNK.9L.aml-IPA.3.aml-tandutinib.aml-BX.912.aml-MK.2206.aml-CCT018159.aml-simvastatin.aml-Bexarotene.aml-TAE684.aml-PF.562271.aml-RITA.aml-MLN2238.aml-RAF265.aml-RG.108.aml-GMX.1778.aml-STF.31.aml-belinostat.aml-MG.132.aml-Compound.7d.cis.aml-KPT185.aml-R428.aml-CAY10603.aml-Mitomycin.C.aml-rigosertib.aml-X16.beta.bromoandrosterone.aml-X3.Cl.AHPC.aml-SCH.79797.aml-AR.42.aml-ML210.aml-CX.5461.aml"
"phospho","aml_AZD7762","aml","AZD7762","CCT018159.aml-KIN001.260.aml-JQ12.aml-BAY.61.3606.aml-BX.795.aml-AZD6482.aml-AZD7762.aml-PD.0332991.aml-PHA.793887.aml-NVP.BEZ235.aml-Y.39983.aml-Vinblastine.aml-Dasatinib.aml-X17.AAG.aml-BX.912.aml-JNK.9L.aml-LE.135.aml-X681640.aml-Bexarotene.aml-linifanib.aml-BI.2536.aml-NVP.ADW742.aml-KU.60019.aml-Nutlin.3.aml-AP.24534.aml-BIX02189.aml-AT.7519.aml-ZM.447439.aml-CGP.60474.aml-A.443654.aml-KPT185.aml-MG.132.aml-Compound.7d.cis.aml-X16.beta.bromoandrosterone.aml-FK866.aml-rigosertib.aml-ABT.199.aml"
"phospho","aml_AZD8055","aml","AZD8055","Genentech.Cpd.10.aml-MS.275.aml-JQ.1.aml-Gemcitabine.aml-AZD8055.aml-Z.LLNle.CHO.aml-Doxorubicin.aml-JQ12.aml-S.Trityl.L.cysteine.aml-BAY.61.3606.aml-QS11.aml-GSK429286A.aml-LY317615.aml-JW.7.52.1.aml-Panobinostat.aml-CEP.701.aml-Tipifarnib.aml-QL.X.138.aml-Lisitinib.aml-X681640.aml-BX.795.aml-shikonin.aml-BMS.345541.aml-manumycin.A.aml-X16.beta.bromoandrosterone.aml-avrainvillamide.aml-ML210.aml-STF.31.aml-austocystin.d.aml-RITA.aml"
"phospho","aml_barasertib","aml","barasertib","barasertib.aml-AT7867.aml-Axitinib.aml-paclitaxel.aml-KW.2449.aml-SN.38.aml-Topotecan.aml-CR.1.31B.aml-pyrazolanthrone.aml-cucurbitacin.I.aml-Ki8751.aml-brefeldin.A.aml-Midostaurin.aml-GSK269962A.aml-Oxaliplatin.aml-KU.0063794.aml-NSC632839.aml-AZ.3146.aml-MP470.aml-Y.39983.aml-vincristine.aml-canertinib.aml-tipifarnib.aml-Vinblastine.aml-JNK.9L.aml-PX.12.aml-regorafenib.aml-PD.0325901.aml-Ko.143.aml-Nutlin.3a.....aml-rigosertib.aml-FK866.aml-STF.62247.aml-FH535.aml-CH5424802.aml-Merck60.aml-SL.0101.1.aml"
"phospho","aml_bardoxolone methyl","aml","bardoxolone methyl","nakiterpiosin.aml-bardoxolone.methyl.aml-vincristine.aml-GSK525762A.aml-FQI.2.aml-THZ.2.49.aml-spautin.1.aml-Topotecan.aml-SCH.79797.aml-AZD8055.aml-QL.X.138.aml-KU.0063794.aml-parbendazole.aml-NVP.231.aml-dacarbazine.aml-I.BET151.aml-KU.60019.aml-AT7867.aml-ML210.aml-manumycin.A.aml-SB.743921.aml-PD318088.aml-silmitasertib.aml-pyrazolanthrone.aml-ABT.737.aml-AICAR.aml-ABT.263.aml-Sunitinib.aml-ABT.199.aml-PX.12.aml-Vorinostat.aml-TW.37.aml-FH535.aml-GSK269962A.aml-JQ12.aml-Midostaurin.aml-GSK.650394.aml-CP466722.aml-foretinib.aml"
"phospho","aml_BAY 61.3606","aml","BAY 61.3606","BAY.61.3606.aml-GSK.650394.aml-JQ12.aml-JNK.9L.aml-CP466722.aml-DMOG.aml-TPCA.1.aml-MPS.1.IN.1.aml-Zebularine.aml-AUY922.aml-KIN001.260.aml-Tipifarnib.aml-A.443654.aml-AZD8055.aml-Pyrimethamine.aml-Genentech.Cpd.10.aml-KIN001.055.aml-Bortezomib.aml-Obatoclax.Mesylate.aml-Gemcitabine.aml-BIX02189.aml-Y.39983.aml-IPA.3.aml-Z.LLNle.CHO.aml-BMS.345541.aml-SNX.2112.aml-JW.7.52.1.aml-Bleomycin.aml-HG.6.64.1.aml-QS11.aml-X16.beta.bromoandrosterone.aml-importazole.aml-Compound.7d.cis.aml-manumycin.A.aml-ABT.199.aml-PD318088.aml-momelotinib.aml"
"phospho","aml_belinostat","aml","belinostat","CX.5461.aml-NG.25.aml-belinostat.aml-TL.1.85.aml-Bortezomib.aml-TG.101348.aml-TPCA.1.aml-ruxolitinib.aml-CH5424802.aml-QL.XI.92.aml-Merck60.aml-ML320.aml-CAY10603.aml-AR.42.aml-EKB.569.aml-JW.7.24.1.aml-I.BET.762.aml-I.BET151.aml-FK866.aml-rigosertib.aml-Obatoclax.Mesylate.aml-CP466722.aml-X3.Cl.AHPC.aml-MG.132.aml-clofarabine.aml-Epothilone.B.aml-Talazoparib.aml-LAQ824.aml-THZ.2.49.aml-KIN001.055.aml-AZD6244.aml-AZ628.aml-pyrazolanthrone.aml-KIN001.244.aml-Nutlin.3.aml-Nutlin.3a.....aml-SN.38.aml-paclitaxel.aml-YM.155.aml-PHA.793887.aml-GSK1059615.aml-PD.0325901.aml-THZ.2.102.1.aml-T0901317.aml-Bosutinib.aml-GSK1070916.aml-KIN001.102.aml-CAL.101.aml-barasertib.aml-MK.2206.aml-Ispinesib.Mesylate.aml-WZ3105.aml-ZM.447439.aml-AZD6482.aml-NSC95397.aml-CCT007093.aml-SNS.032.aml-VNLG.124.aml-BMS.536924.aml-CI.1040.aml"
"phospho","aml_Bexarotene","aml","Bexarotene","Bexarotene.aml-ATRA.aml-BI.2536.aml-KIN001.260.aml-WZ3105.aml-THZ.2.102.1.aml-PD.0332991.aml-PD.0325901.aml-Bosutinib.aml-PIK.93.aml-PHA.793887.aml-Ch.55.aml-X17.AAG.aml-CCT007093.aml-Ispinesib.Mesylate.aml-GDC.0941.aml-LE.135.aml-NSC23766.aml-VX.680.aml-Vinorelbine.aml-Nutlin.3a.....aml-X5.FU.aml-VNLG.124.aml-AZD6482.aml-OSI.906.aml-NVP.ADW742.aml-X681640.aml-Vinblastine.aml-JNK.9L.aml-Methotrexate.aml-R428.aml-rigosertib.aml-RAF265.aml-ML320.aml-RG.108.aml-Cytarabine.aml-MLN2238.aml-TG.101348.aml-momelotinib.aml-decitabine.aml-MG.132.aml-KPT185.aml-RITA.aml-STF.62247.aml-GMX.1778.aml-belinostat.aml-ML162.aml"
"phospho","aml_BHG712","aml","BHG712","PD318088.aml-BHG712.aml-RDEA119.aml-AZD6244.aml-AZ628.aml-AS605240.aml-CI.1040.aml-YM201636.aml-isoevodiamine.aml-RG.108.aml-Mdivi.1.aml-CH5424802.aml-FR.180204.aml-Talazoparib.aml-NVP.BSK805.aml"
"phospho","aml_BI.2536","aml","BI.2536","BI.2536.aml-PD318088.aml-AZD8055.aml-Bexarotene.aml-KIN001.260.aml-AZD6244.aml-Nutlin.3.aml-CGP.60474.aml-NVP.BEZ235.aml-bardoxolone.methyl.aml-AZ628.aml-KIN001.244.aml-QL.X.138.aml-KU.0063794.aml-Dasatinib.aml-AT7867.aml-linifanib.aml-StemRegenin.1.aml-NPK76.II.72.1.aml-MPS.1.IN.1.aml-CI.1040.aml-PHA.793887.aml-THZ.2.49.aml-Y.39983.aml-X17.AAG.aml-FMK.aml-S.Trityl.L.cysteine.aml-AT.7519.aml-GW843682X.aml-WZ3105.aml-CH5424802.aml-ABT.199.aml-RG.108.aml-ABT.263.aml-ABT.737.aml-Compound.7d.cis.aml-AICAR.aml-X16.beta.bromoandrosterone.aml-NVP.BSK805.aml"
"phospho","aml_BIBR.1532","aml","BIBR.1532","NSC632839.aml-Ko.143.aml-CD.1530.aml-AM.580.aml-KIN001.055.aml-salermide.aml-austocystin.d.aml-KW.2449.aml-SN.38.aml-ABT.737.aml-canertinib.aml-Lisitinib.aml-rigosertib.aml-GSK461364.aml-KX2.391.aml-parbendazole.aml-Panobinostat.aml-AS605240.aml-Cytarabine.aml-Tipifarnib.aml-VX.11e.aml-Parthenolide.aml-ML162.aml"
"phospho","aml_BIBW2992","aml","BIBW2992","FR.180204.aml-HG.6.64.1.aml-JQ12.aml-AZD8055.aml-EKB.569.aml-BAY.61.3606.aml-GSK525762A.aml-GSK1120212.aml-GSK269962A.aml-omacetaxine.mepesuccinate.aml-momelotinib.aml-KIN001.102.aml-BHG712.aml-SB.743921.aml"
"phospho","aml_BIRB 0796","aml","BIRB 0796","AICAR.aml-HG.6.64.1.aml-JQ12.aml-CP466722.aml-ABT.263.aml-erastin.aml-Elesclomol.aml-Sunitinib.aml-ABT.199.aml-SB.743921.aml-NVP.231.aml-SNS.032.aml-KU.0063794.aml-KIN001.244.aml-QS11.aml-CD.437.aml"
"phospho","aml_birinapant","aml","birinapant","NSC19630.aml-birinapant.aml-NSC95397.aml-AT7867.aml-AP.24534.aml-SMER.3.aml-pyrazolanthrone.aml-KU.60019.aml-Elesclomol.aml-NSC48300.aml-X3.Cl.AHPC.aml-Epothilone.B.aml-Parthenolide.aml-GMX.1778.aml-CAY10603.aml-KX2.391.aml-parbendazole.aml-AR.42.aml-Mitomycin.C.aml-MG.132.aml-FK866.aml-QL.XI.92.aml-CUDC.101.aml-Talazoparib.aml-MLN2238.aml-LAQ824.aml"
"phospho","aml_BIX02189","aml","BIX02189","BAY.61.3606.aml-KIN001.260.aml-DMOG.aml-KIN001.055.aml-JNK.9L.aml-GSK.650394.aml-BI.2536.aml-THZ.2.49.aml-GSK525762A.aml-foretinib.aml-YM201636.aml-BIX02189.aml-FR.180204.aml-TPCA.1.aml-Midostaurin.aml-Y.39983.aml-QS11.aml-CCT018159.aml-linifanib.aml-NPK76.II.72.1.aml-GW843682X.aml-AZD8055.aml-simvastatin.aml-RG.108.aml-Compound.7d.cis.aml-R428.aml-ML162.aml-Vorinostat.aml-ABT.737.aml-momelotinib.aml"
"phospho","aml_Bleomycin","aml","Bleomycin","JNK.9L.aml-silmitasertib.aml-THZ.2.49.aml-YM201636.aml-KIN001.260.aml-KIN001.055.aml-Mitomycin.C.aml-Y.39983.aml-Topotecan.aml-Axitinib.aml-CR.1.31B.aml-RDEA119.aml-BIX02189.aml-foretinib.aml-BAY.61.3606.aml-AP.24534.aml-Oxaliplatin.aml-Bleomycin.aml-AT7867.aml-Midostaurin.aml-BI.2536.aml-GSK.650394.aml-CX.5461.aml-NSC632839.aml-TPCA.1.aml-brefeldin.A.aml-vincristine.aml-PIK.93.aml-Ko.143.aml-R428.aml-MS.275.aml-AC220.aml-Vorinostat.aml-Panobinostat.aml-SL.0101.1.aml-KX2.391.aml"
"phospho","aml_BMS.270394","aml","BMS.270394","CD.1530.aml-AM.580.aml-Ko.143.aml-NSC632839.aml-Axitinib.aml-THZ.2.49.aml-paclitaxel.aml-Oxaliplatin.aml-KU.0063794.aml-Ch.55.aml-silmitasertib.aml-PIK.93.aml-X5.FU.aml-ATRA.aml-NVP.BEZ235.aml-CGP.60474.aml-BI.2536.aml-KIN001.260.aml-GSK525762A.aml-brivanib.aml-austocystin.d.aml-vincristine.aml-SMER.3.aml-VER.155008.aml-OSI.027.aml-SNS.032.aml-PD.0325901.aml-ZSTK474.aml-Topotecan.aml-Bosutinib.aml-R428.aml-rigosertib.aml-decitabine.aml-ML320.aml-Cytarabine.aml-Sunitinib.aml-ruxolitinib.aml-CP466722.aml-X16.beta.bromoandrosterone.aml-STF.62247.aml-GSK461364.aml-GSK2126458.aml-momelotinib.aml-ML162.aml"
"phospho","aml_BMS.345541","aml","BMS.345541","BMS.345541.aml-KIN001.102.aml-AUY922.aml-QS11.aml-shikonin.aml-Vinorelbine.aml-VNLG.124.aml-MPS.1.IN.1.aml-T0901317.aml-BMS.754807.aml-GSK429286A.aml-fluvastatin.aml-GSK2126458.aml-PF.562271.aml-TAE684.aml-Sorafenib.aml-GSK690693.aml-BMS.536924.aml-BX.912.aml-PI.103.aml-Genentech.Cpd.10.aml-PHA.793887.aml-BMS.509744.aml-THZ.2.102.1.aml-KIN001.244.aml-GSK.650394.aml-A.443654.aml-JW.7.52.1.aml-BIX02189.aml-IPA.3.aml-RITA.aml-ML162.aml-ML210.aml-belinostat.aml-Compound.7d.cis.aml-MLN2238.aml-STF.31.aml-decitabine.aml-CAY10618.aml-GMX.1778.aml-CAY10603.aml-KPT185.aml"
"phospho","aml_BMS.509744","aml","BMS.509744","BMS.345541.aml-GSK690693.aml-GW843682X.aml-BMS.509744.aml-AUY922.aml-purmorphamine.aml-BAY.61.3606.aml-SN.38.aml-XMD8.85.aml-PI.103.aml-QL.X.138.aml-QS11.aml-TAE684.aml-T0901317.aml-Bryostatin.1.aml-Topotecan.aml-pluripotin.aml-TL.2.105.aml-tandutinib.aml-ZSTK474.aml-Sunitinib.aml-KIN001.102.aml-THZ.2.102.1.aml-GSK.650394.aml-BMS.536924.aml-Y.39983.aml-CAL.101.aml-PF.562271.aml-shikonin.aml-VNLG.124.aml-decitabine.aml-ML162.aml-STF.31.aml-MLN2238.aml-FK866.aml-CAY10618.aml-rigosertib.aml-GMX.1778.aml"
"phospho","aml_BMS.536924","aml","BMS.536924","XMD8.85.aml-GSK429286A.aml-AUY922.aml-BMS.345541.aml-etoposide.aml-fluvastatin.aml-shikonin.aml-Y.39983.aml-BAY.61.3606.aml-BX.912.aml-BMS.536924.aml-T0901317.aml-JNK.9L.aml-BMS.754807.aml-VNLG.124.aml-GSK.650394.aml-GSK690693.aml-QL.X.138.aml-CUDC.101.aml-AZ628.aml-TAE684.aml-Vinorelbine.aml-PF.562271.aml-BI.2536.aml-AP.24534.aml-Gemcitabine.aml-JQ12.aml-A.443654.aml-PI.103.aml-Nutlin.3.aml-ML162.aml-STF.31.aml-parbendazole.aml-decitabine.aml-CAY10618.aml-X16.beta.bromoandrosterone.aml-FK866.aml-RITA.aml-Mdivi.1.aml-RG.108.aml-isoevodiamine.aml-MLN2238.aml-rigosertib.aml"
"phospho","aml_BMS.754807","aml","BMS.754807","BMS.754807.aml-JNK.9L.aml-Y.39983.aml-VNLG.124.aml-BI.2536.aml-BIX02189.aml-PD.0325901.aml-NPK76.II.72.1.aml-T0901317.aml-Vinorelbine.aml-MPS.1.IN.1.aml-NSC23766.aml-Nutlin.3a.....aml-AUY922.aml-OSI.906.aml-PF.562271.aml-PD.0332991.aml-CCT018159.aml-PHA.793887.aml-SNS.032.aml-AT7867.aml-KIN001.244.aml-pluripotin.aml-CCT007093.aml-Bexarotene.aml-NVP.ADW742.aml-AZ628.aml-KIN001.260.aml-WZ3105.aml-LE.135.aml-RG.108.aml-RITA.aml-Compound.7d.cis.aml-RAF265.aml-R428.aml-belinostat.aml-TL.1.85.aml-MLN2238.aml-X16.beta.bromoandrosterone.aml-Vorinostat.aml-KPT185.aml-NVP.BSK805.aml-TG.101348.aml-HG.6.64.1.aml"
"phospho","aml_Bortezomib","aml","Bortezomib","Bortezomib.aml-CX.5461.aml-CH5424802.aml-JW.7.24.1.aml-NG.25.aml-TG.101348.aml-Talazoparib.aml-TL.1.85.aml-TPCA.1.aml-ML320.aml-Obatoclax.Mesylate.aml-I.BET151.aml-belinostat.aml-Merck60.aml-Mitomycin.C.aml-QL.XII.47.aml-AR.42.aml-CAY10603.aml-MG.132.aml-X3.Cl.AHPC.aml-QL.XI.92.aml-tubastatin.A.aml-FK866.aml-EKB.569.aml-Epothilone.B.aml-LY317615.aml-clofarabine.aml-THZ.2.49.aml-I.BET.762.aml-FH535.aml-AZD6244.aml-PD318088.aml-SNS.032.aml-ZM.447439.aml-pyrazolanthrone.aml-MK.2206.aml-Bosutinib.aml-Bexarotene.aml-NSC19630.aml-brefeldin.A.aml-AZD6482.aml-NVP.231.aml"
"phospho","aml_Bosutinib","aml","Bosutinib","Bosutinib.aml-brefeldin.A.aml-PD.0325901.aml-purmorphamine.aml-NSC632839.aml-Vinblastine.aml-salermide.aml-SN.38.aml-VER.155008.aml-Axitinib.aml-OSI.930.aml-AM.580.aml-tandutinib.aml-PX.12.aml-GSK690693.aml-ATRA.aml-X.5Z..7.Oxozeaenol.aml-KW.2449.aml-X17.AAG.aml-GSK1070916.aml-PI.103.aml-ZSTK474.aml-PHA.793887.aml-Ispinesib.Mesylate.aml-THZ.2.102.1.aml-CAL.101.aml-Bexarotene.aml-Nutlin.3.aml-AZD6244.aml-WZ3105.aml-decitabine.aml-rigosertib.aml-ML320.aml-STF.31.aml-spautin.1.aml-FK866.aml-Merck60.aml-STF.62247.aml-CH5424802.aml-CX.5461.aml-TPCA.1.aml-GMX.1778.aml-MG.132.aml-GSK461364.aml-MLN2238.aml-ruxolitinib.aml"
"phospho","aml_brefeldin A","aml","brefeldin A","FQI.2.aml-brefeldin.A.aml-Axitinib.aml-pazopanib.aml-Topotecan.aml-SCH.79797.aml-OSI.930.aml-X16.beta.bromoandrosterone.aml-importazole.aml-shikonin.aml-FK866.aml-KIN001.102.aml-SL.0101.1.aml-Vandetanib.aml"
"phospho","aml_brivanib","aml","brivanib","brivanib.aml-X5.FU.aml-AP.24534.aml-LY317615.aml-GSK690693.aml-AT.406.aml-Rapamycin.aml-BAY.61.3606.aml-ETP.46464.aml-bardoxolone.methyl.aml-Bleomycin.aml-fluvastatin.aml-ZSTK474.aml-KU.60019.aml-CGP.60474.aml-Zebularine.aml-BX.912.aml-AZD7762.aml-GW843682X.aml-NVP.BEZ235.aml-MLN4924.aml-A.443654.aml-CUDC.101.aml-BMS.509744.aml-Pyrimethamine.aml-Nutlin.3.aml-NSC48300.aml-KIN001.260.aml-thapsigargin.aml-epigallocatechin.3.monogallate.aml-KX2.391.aml-decitabine.aml-Docetaxel.aml-ML162.aml-GSK461364.aml-rigosertib.aml-MG.132.aml-GSK1120212.aml-ABT.199.aml-MLN2238.aml-ruxolitinib.aml-parbendazole.aml-KPT185.aml"
"phospho","aml_Bryostatin 1","aml","Bryostatin 1","salermide.aml-silmitasertib.aml-KIN001.055.aml-TL.2.105.aml-NSC632839.aml-SU11274.aml-AA.COCF3.aml-alisertib.aml-vincristine.aml-indisulam.aml-nakiterpiosin.aml-purmorphamine.aml-Oxaliplatin.aml-AZD.7545.aml-avrainvillamide.aml-Vandetanib.aml-omacetaxine.mepesuccinate.aml-Topotecan.aml-GSK690693.aml-ABT.263.aml-Vorinostat.aml-ML162.aml-Panobinostat.aml-decitabine.aml-R428.aml-SL.0101.1.aml-JQ.1.aml-MS.275.aml"
"phospho","aml_BX.795","aml","BX.795","BX.795.aml-X681640.aml-KIN001.260.aml-CEP.701.aml-Vinblastine.aml-linifanib.aml-Bexarotene.aml-NVP.BEZ235.aml-AZD6482.aml-JQ12.aml-CCT018159.aml-Dasatinib.aml-NVP.ADW742.aml-LE.135.aml-simvastatin.aml-Elesclomol.aml-GDC.0941.aml-PD173074.aml-ATRA.aml-OSI.906.aml-X17.AAG.aml-FMK.aml-fluvastatin.aml-Ch.55.aml-CGP.60474.aml-PD.0332991.aml-Zebularine.aml-PHA.793887.aml-AT.7519.aml-BI.2536.aml-KPT185.aml-momelotinib.aml-RITA.aml-Cytarabine.aml-ABT.199.aml-parbendazole.aml-MLN2238.aml-Compound.7d.cis.aml-GMX.1778.aml-Mitomycin.C.aml-MG.132.aml-rigosertib.aml-RAF265.aml-belinostat.aml-X16.beta.bromoandrosterone.aml"
"phospho","aml_BX.912","aml","BX.912","etoposide.aml-tamatinib.aml-T0901317.aml-CCT018159.aml-BX.912.aml-Vinorelbine.aml-PHA.793887.aml-OSI.906.aml-GSK429286A.aml-NVP.ADW742.aml-VNLG.124.aml-JNK.9L.aml-tandutinib.aml-Y.39983.aml-BMS.536924.aml-linifanib.aml-GSK690693.aml-BMS.345541.aml-PI.103.aml-BMS.754807.aml-PD.0332991.aml-fluvastatin.aml-shikonin.aml-BIX02189.aml-OSI.027.aml-AZD6482.aml-KIN001.102.aml-KIN001.244.aml-PF.562271.aml-CCT007093.aml-RITA.aml-Mdivi.1.aml-RG.108.aml-STF.31.aml-parbendazole.aml-SCH.79797.aml-ML210.aml-KPT185.aml-isoevodiamine.aml-MLN2238.aml"
"phospho","aml_BYL.719","aml","BYL.719","BYL.719.aml-AZ.3146.aml-canertinib.aml-KU.0060648.aml-foretinib.aml-tandutinib.aml-GSK1059615.aml-NSC48300.aml-barasertib.aml-oligomycin.a.aml-MK.2206.aml-KW.2449.aml-YM.155.aml-OSI.027.aml-PI.103.aml-Vinorelbine.aml-temsirolimus.aml-BMS.509744.aml-cucurbitacin.I.aml-GDC.0941.aml-Ki8751.aml-ZSTK474.aml-purmorphamine.aml-CAL.101.aml-GSK1070916.aml-cabozantinib.aml-pluripotin.aml-NSC23766.aml-AM.580.aml-X17.AAG.aml-RAF265.aml-MG.132.aml-AR.42.aml-MLN2238.aml-GMX.1778.aml-clofarabine.aml-TL.1.85.aml-STF.31.aml-GSK461364.aml-NG.25.aml-LAQ824.aml-CX.5461.aml-AS605240.aml-rigosertib.aml-ruxolitinib.aml-belinostat.aml-I.BET.762.aml-KX2.391.aml-JW.7.24.1.aml-ML320.aml"
"phospho","aml_cabozantinib","aml","cabozantinib","Midostaurin.aml-foretinib.aml-tandutinib.aml-KW.2449.aml-cabozantinib.aml-NSC48300.aml-X.5Z..7.Oxozeaenol.aml-Vinorelbine.aml-GSK.650394.aml-CR.1.31B.aml-canertinib.aml-barasertib.aml-ABT.737.aml-PX.12.aml-SN.38.aml-JNK.9L.aml-CCT007093.aml-Y.39983.aml-AZ.3146.aml-birinapant.aml-AICAR.aml-TAE684.aml-CCT018159.aml-GSK1070916.aml-NSC95397.aml-OSI.027.aml-VX.680.aml-PI.103.aml-BIX02189.aml-BMS.345541.aml-rigosertib.aml-GSK461364.aml-STF.31.aml-GMX.1778.aml-FK866.aml-KX2.391.aml-X3.Cl.AHPC.aml-MG.132.aml-RAF265.aml-clofarabine.aml-MLN2238.aml-AS605240.aml-spautin.1.aml-CAY10603.aml-I.BET.762.aml-AR.42.aml-Panobinostat.aml"
